unitid,institution,cipcode,major_number,award_level_code,award_count_total,award_level_name,degree_group,cip2,cip2_title,cip6_title,is_cip6
147767,Northwestern University,13.1011,1,5,0,Bachelors,Bachelors,13,EDUCATION.,Education/Teaching of Individuals with Specific Learning Disabilities.,True
147767,Northwestern University,13.1011,1,7,0,Masters,Graduate,13,EDUCATION.,Education/Teaching of Individuals with Specific Learning Disabilities.,True
147767,Northwestern University,13.1011,1,17,0,Doctoral (Research/Scholarship),Graduate,13,EDUCATION.,Education/Teaching of Individuals with Specific Learning Disabilities.,True
147767,Northwestern University,13.1202,1,7,4,Masters,Graduate,13,EDUCATION.,Elementary Education and Teaching.,True
147767,Northwestern University,13.1205,1,5,2,Bachelors,Bachelors,13,EDUCATION.,Secondary Education and Teaching.,True
147767,Northwestern University,13.1205,1,7,14,Masters,Graduate,13,EDUCATION.,Secondary Education and Teaching.,True
147767,Northwestern University,13.1312,1,5,7,Bachelors,Bachelors,13,EDUCATION.,Music Teacher Education.,True
147767,Northwestern University,13.1312,1,7,4,Masters,Graduate,13,EDUCATION.,Music Teacher Education.,True
147767,Northwestern University,13.1312,1,17,0,Doctoral (Research/Scholarship),Graduate,13,EDUCATION.,Music Teacher Education.,True
147767,Northwestern University,13.1312,2,5,2,Bachelors,Bachelors,13,EDUCATION.,Music Teacher Education.,True
147767,Northwestern University,13.9999,1,7,1,Masters,Graduate,13,EDUCATION.,"Education, Other.",True
147767,Northwestern University,13.9999,1,17,4,Doctoral (Research/Scholarship),Graduate,13,EDUCATION.,"Education, Other.",True
147767,Northwestern University,14.0101,1,5,3,Bachelors,Bachelors,14,ENGINEERING.,"Engineering, General.",True
147767,Northwestern University,14.0501,1,5,65,Bachelors,Bachelors,14,ENGINEERING.,Bioengineering and Biomedical Engineering.,True
147767,Northwestern University,14.0501,1,7,47,Masters,Graduate,14,ENGINEERING.,Bioengineering and Biomedical Engineering.,True
147767,Northwestern University,14.0501,1,17,19,Doctoral (Research/Scholarship),Graduate,14,ENGINEERING.,Bioengineering and Biomedical Engineering.,True
147767,Northwestern University,14.0701,1,5,28,Bachelors,Bachelors,14,ENGINEERING.,Chemical Engineering.,True
147767,Northwestern University,14.0701,1,7,20,Masters,Graduate,14,ENGINEERING.,Chemical Engineering.,True
147767,Northwestern University,14.0701,1,17,17,Doctoral (Research/Scholarship),Graduate,14,ENGINEERING.,Chemical Engineering.,True
147767,Northwestern University,14.0801,1,5,21,Bachelors,Bachelors,14,ENGINEERING.,"Civil Engineering, General.",True
147767,Northwestern University,14.0801,1,7,40,Masters,Graduate,14,ENGINEERING.,"Civil Engineering, General.",True
147767,Northwestern University,14.0801,1,17,18,Doctoral (Research/Scholarship),Graduate,14,ENGINEERING.,"Civil Engineering, General.",True
147767,Northwestern University,14.0901,1,5,21,Bachelors,Bachelors,14,ENGINEERING.,"Computer Engineering, General.",True
147767,Northwestern University,14.0901,1,7,51,Masters,Graduate,14,ENGINEERING.,"Computer Engineering, General.",True
147767,Northwestern University,14.0901,1,17,7,Doctoral (Research/Scholarship),Graduate,14,ENGINEERING.,"Computer Engineering, General.",True
147767,Northwestern University,14.1001,1,5,21,Bachelors,Bachelors,14,ENGINEERING.,Electrical and Electronics Engineering.,True
147767,Northwestern University,14.1001,1,7,32,Masters,Graduate,14,ENGINEERING.,Electrical and Electronics Engineering.,True
147767,Northwestern University,14.1001,1,17,13,Doctoral (Research/Scholarship),Graduate,14,ENGINEERING.,Electrical and Electronics Engineering.,True
147767,Northwestern University,14.1101,1,7,0,Masters,Graduate,14,ENGINEERING.,Engineering Mechanics.,True
147767,Northwestern University,14.1101,1,17,3,Doctoral (Research/Scholarship),Graduate,14,ENGINEERING.,Engineering Mechanics.,True
147767,Northwestern University,14.1201,1,7,4,Masters,Graduate,14,ENGINEERING.,Engineering Physics/Applied Physics.,True
147767,Northwestern University,14.1201,1,17,4,Doctoral (Research/Scholarship),Graduate,14,ENGINEERING.,Engineering Physics/Applied Physics.,True
147767,Northwestern University,14.1301,1,5,0,Bachelors,Bachelors,14,ENGINEERING.,Engineering Science.,True
147767,Northwestern University,14.1401,1,5,10,Bachelors,Bachelors,14,ENGINEERING.,Environmental/Environmental Health Engineering.,True
147767,Northwestern University,14.1801,1,5,19,Bachelors,Bachelors,14,ENGINEERING.,Materials Engineering.,True
147767,Northwestern University,14.1801,1,7,31,Masters,Graduate,14,ENGINEERING.,Materials Engineering.,True
147767,Northwestern University,14.1801,1,17,36,Doctoral (Research/Scholarship),Graduate,14,ENGINEERING.,Materials Engineering.,True
147767,Northwestern University,14.1901,1,5,78,Bachelors,Bachelors,14,ENGINEERING.,Mechanical Engineering.,True
147767,Northwestern University,14.1901,1,7,46,Masters,Graduate,14,ENGINEERING.,Mechanical Engineering.,True
147767,Northwestern University,14.1901,1,17,18,Doctoral (Research/Scholarship),Graduate,14,ENGINEERING.,Mechanical Engineering.,True
147767,Northwestern University,14.3501,1,5,65,Bachelors,Bachelors,14,ENGINEERING.,Industrial Engineering.,True
147767,Northwestern University,14.3501,1,7,3,Masters,Graduate,14,ENGINEERING.,Industrial Engineering.,True
147767,Northwestern University,14.3501,1,17,12,Doctoral (Research/Scholarship),Graduate,14,ENGINEERING.,Industrial Engineering.,True
147767,Northwestern University,14.3601,1,5,16,Bachelors,Bachelors,14,ENGINEERING.,Manufacturing Engineering.,True
147767,Northwestern University,14.3601,1,7,0,Masters,Graduate,14,ENGINEERING.,Manufacturing Engineering.,True
147767,Northwestern University,14.3701,1,7,3,Masters,Graduate,14,ENGINEERING.,Operations Research.,True
147767,Northwestern University,14.3701,1,17,2,Doctoral (Research/Scholarship),Graduate,14,ENGINEERING.,Operations Research.,True
147767,Northwestern University,14.4501,1,6,0,,,14,ENGINEERING.,Biological/Biosystems Engineering.,True
147767,Northwestern University,14.9999,1,2,0,,,14,ENGINEERING.,"Engineering, Other.",True
147767,Northwestern University,14.9999,1,5,0,Bachelors,Bachelors,14,ENGINEERING.,"Engineering, Other.",True
147767,Northwestern University,14.9999,1,7,87,Masters,Graduate,14,ENGINEERING.,"Engineering, Other.",True
147767,Northwestern University,15.0405,1,7,16,Masters,Graduate,15,ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS.,Robotics Technology/Technician.,True
147767,Northwestern University,15.0805,1,7,20,Masters,Graduate,15,ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS.,Mechanical/Mechanical Engineering Technology/Technician.,True
147767,Northwestern University,15.1501,1,7,40,Masters,Graduate,15,ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS.,Engineering/Industrial Management.,True
147767,Northwestern University,15.1502,1,6,1,,,15,ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS.,Engineering Design.,True
147767,Northwestern University,15.1502,1,7,0,Masters,Graduate,15,ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS.,Engineering Design.,True
147767,Northwestern University,15.9999,1,7,70,Masters,Graduate,15,ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS.,"Engineering/Engineering-Related Technologies/Technicians, Other.",True
147767,Northwestern University,16.0102,1,5,6,Bachelors,Bachelors,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",Linguistics.,True
147767,Northwestern University,16.0102,1,7,1,Masters,Graduate,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",Linguistics.,True
147767,Northwestern University,16.0102,1,17,6,Doctoral (Research/Scholarship),Graduate,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",Linguistics.,True
147767,Northwestern University,16.0102,2,5,3,Bachelors,Bachelors,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",Linguistics.,True
147767,Northwestern University,16.0104,1,5,2,Bachelors,Bachelors,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",Comparative Literature.,True
147767,Northwestern University,16.0104,1,7,1,Masters,Graduate,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",Comparative Literature.,True
147767,Northwestern University,16.0104,1,17,2,Doctoral (Research/Scholarship),Graduate,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",Comparative Literature.,True
147767,Northwestern University,16.0104,2,5,5,Bachelors,Bachelors,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",Comparative Literature.,True
147767,Northwestern University,16.03,1,5,0,Bachelors,Bachelors,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",Not a CIP6 program (aggregate / unclassified),False
147767,Northwestern University,16.03,2,5,4,Bachelors,Bachelors,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",Not a CIP6 program (aggregate / unclassified),False
147767,Northwestern University,16.0399,1,5,0,Bachelors,Bachelors,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","East Asian Languages, Literatures, and Linguistics, Other.",True
147767,Northwestern University,16.04,1,5,1,Bachelors,Bachelors,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",Not a CIP6 program (aggregate / unclassified),False
147767,Northwestern University,16.04,1,7,0,Masters,Graduate,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",Not a CIP6 program (aggregate / unclassified),False
147767,Northwestern University,16.04,1,17,0,Doctoral (Research/Scholarship),Graduate,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",Not a CIP6 program (aggregate / unclassified),False
147767,Northwestern University,16.04,2,5,1,Bachelors,Bachelors,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",Not a CIP6 program (aggregate / unclassified),False
147767,Northwestern University,16.0501,1,5,1,Bachelors,Bachelors,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",German Language and Literature.,True
147767,Northwestern University,16.0501,1,7,1,Masters,Graduate,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",German Language and Literature.,True
147767,Northwestern University,16.0501,1,17,2,Doctoral (Research/Scholarship),Graduate,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",German Language and Literature.,True
147767,Northwestern University,16.0901,1,5,3,Bachelors,Bachelors,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",French Language and Literature.,True
147767,Northwestern University,16.0901,1,7,0,Masters,Graduate,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",French Language and Literature.,True
147767,Northwestern University,16.0901,1,17,2,Doctoral (Research/Scholarship),Graduate,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",French Language and Literature.,True
147767,Northwestern University,16.0901,2,5,4,Bachelors,Bachelors,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",French Language and Literature.,True
147767,Northwestern University,16.0902,1,5,0,Bachelors,Bachelors,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",Italian Language and Literature.,True
147767,Northwestern University,16.0905,1,5,3,Bachelors,Bachelors,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",Spanish Language and Literature.,True
147767,Northwestern University,16.0908,1,7,1,Masters,Graduate,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","Hispanic and Latin American Languages, Literatures, and Linguistics, General.",True
147767,Northwestern University,16.0908,1,17,2,Doctoral (Research/Scholarship),Graduate,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","Hispanic and Latin American Languages, Literatures, and Linguistics, General.",True
147767,Northwestern University,16.1199,1,5,0,Bachelors,Bachelors,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, Other.",True
147767,Northwestern University,16.12,1,5,1,Bachelors,Bachelors,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",Not a CIP6 program (aggregate / unclassified),False
147767,Northwestern University,16.12,1,6,5,,,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",Not a CIP6 program (aggregate / unclassified),False
147767,Northwestern University,16.12,1,7,0,Masters,Graduate,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",Not a CIP6 program (aggregate / unclassified),False
147767,Northwestern University,16.12,1,17,0,Doctoral (Research/Scholarship),Graduate,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",Not a CIP6 program (aggregate / unclassified),False
147767,Northwestern University,16.12,2,5,5,Bachelors,Bachelors,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",Not a CIP6 program (aggregate / unclassified),False
147767,Northwestern University,19.0799,1,5,19,Bachelors,Bachelors,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,"Human Development, Family Studies, and Related Services, Other.",True
147767,Northwestern University,19.0799,1,7,1,Masters,Graduate,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,"Human Development, Family Studies, and Related Services, Other.",True
147767,Northwestern University,19.0799,1,17,0,Doctoral (Research/Scholarship),Graduate,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,"Human Development, Family Studies, and Related Services, Other.",True
147767,Northwestern University,22.0,1,5,5,Bachelors,Bachelors,22,LEGAL PROFESSIONS AND STUDIES.,Not a CIP6 program (aggregate / unclassified),False
147767,Northwestern University,22.0,1,7,1,Masters,Graduate,22,LEGAL PROFESSIONS AND STUDIES.,Not a CIP6 program (aggregate / unclassified),False
147767,Northwestern University,22.0,2,5,8,Bachelors,Bachelors,22,LEGAL PROFESSIONS AND STUDIES.,Not a CIP6 program (aggregate / unclassified),False
147767,Northwestern University,22.0101,1,18,293,,,22,LEGAL PROFESSIONS AND STUDIES.,Law.,True
147767,Northwestern University,22.0201,1,17,0,Doctoral (Research/Scholarship),Graduate,22,LEGAL PROFESSIONS AND STUDIES.,"Advanced Legal Research/Studies, General.",True
147767,Northwestern University,22.0202,1,7,217,Masters,Graduate,22,LEGAL PROFESSIONS AND STUDIES.,Programs for Foreign Lawyers.,True
147767,Northwestern University,22.0211,1,2,0,,,22,LEGAL PROFESSIONS AND STUDIES.,Tax Law/Taxation.,True
147767,Northwestern University,22.0211,1,7,44,Masters,Graduate,22,LEGAL PROFESSIONS AND STUDIES.,Tax Law/Taxation.,True
147767,Northwestern University,22.0211,1,8,17,,,22,LEGAL PROFESSIONS AND STUDIES.,Tax Law/Taxation.,True
147767,Northwestern University,22.0299,1,7,0,Masters,Graduate,22,LEGAL PROFESSIONS AND STUDIES.,"Legal Research and Advanced Professional Studies, Other.",True
147767,Northwestern University,22.9999,1,7,93,Masters,Graduate,22,LEGAL PROFESSIONS AND STUDIES.,"Legal Professions and Studies, Other.",True
147767,Northwestern University,23.0101,1,5,22,Bachelors,Bachelors,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,"English Language and Literature, General.",True
147767,Northwestern University,23.0101,1,7,15,Masters,Graduate,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,"English Language and Literature, General.",True
147767,Northwestern University,23.0101,1,8,1,,,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,"English Language and Literature, General.",True
147767,Northwestern University,23.0101,1,17,4,Doctoral (Research/Scholarship),Graduate,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,"English Language and Literature, General.",True
147767,Northwestern University,23.0101,2,5,24,Bachelors,Bachelors,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,"English Language and Literature, General.",True
147767,Northwestern University,23.1301,1,2,0,,,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,"Writing, General.",True
147767,Northwestern University,23.1301,1,7,1,Masters,Graduate,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,"Writing, General.",True
147767,Northwestern University,23.1302,1,5,0,Bachelors,Bachelors,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,Creative Writing.,True
147767,Northwestern University,23.1302,1,6,0,,,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,Creative Writing.,True
147767,Northwestern University,23.1302,1,7,19,Masters,Graduate,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,Creative Writing.,True
147767,Northwestern University,24.0101,1,2,6,,,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",Liberal Arts and Sciences/Liberal Studies.,True
147767,Northwestern University,24.0101,1,5,2,Bachelors,Bachelors,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",Liberal Arts and Sciences/Liberal Studies.,True
147767,Northwestern University,24.0101,1,6,58,,,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",Liberal Arts and Sciences/Liberal Studies.,True
147767,Northwestern University,24.0101,1,7,4,Masters,Graduate,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",Liberal Arts and Sciences/Liberal Studies.,True
147767,Northwestern University,24.0101,1,8,1,,,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",Liberal Arts and Sciences/Liberal Studies.,True
147767,Northwestern University,24.0101,2,5,4,Bachelors,Bachelors,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",Liberal Arts and Sciences/Liberal Studies.,True
147767,Northwestern University,24.0102,1,5,0,Bachelors,Bachelors,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",General Studies.,True
147767,Northwestern University,24.0103,1,5,1,Bachelors,Bachelors,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",Humanities/Humanistic Studies.,True
147767,Northwestern University,26.0101,1,5,137,Bachelors,Bachelors,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,"Biology/Biological Sciences, General.",True
147767,Northwestern University,26.0101,1,7,0,Masters,Graduate,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,"Biology/Biological Sciences, General.",True
147767,Northwestern University,26.0101,1,17,18,Doctoral (Research/Scholarship),Graduate,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,"Biology/Biological Sciences, General.",True
147767,Northwestern University,26.0101,2,5,21,Bachelors,Bachelors,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,"Biology/Biological Sciences, General.",True
147767,Northwestern University,26.0102,1,17,5,Doctoral (Research/Scholarship),Graduate,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,"Biomedical Sciences, General.",True
147767,Northwestern University,26.021,1,17,0,Doctoral (Research/Scholarship),Graduate,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,Not a CIP6 program (aggregate / unclassified),False
147767,Northwestern University,26.0399,1,7,9,Masters,Graduate,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,"Botany/Plant Biology, Other.",True
147767,Northwestern University,26.0399,1,17,2,Doctoral (Research/Scholarship),Graduate,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,"Botany/Plant Biology, Other.",True
147767,Northwestern University,26.0404,1,7,0,Masters,Graduate,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,Developmental Biology and Embryology.,True
147767,Northwestern University,26.0499,1,7,1,Masters,Graduate,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,"Cell/Cellular Biology and Anatomical Sciences, Other.",True
147767,Northwestern University,26.0499,1,17,38,Doctoral (Research/Scholarship),Graduate,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,"Cell/Cellular Biology and Anatomical Sciences, Other.",True
147767,Northwestern University,26.1102,1,7,1,Masters,Graduate,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,Biostatistics.,True
147767,Northwestern University,26.1103,1,7,0,Masters,Graduate,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,Bioinformatics.,True
147767,Northwestern University,26.1199,1,7,4,Masters,Graduate,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,"Biomathematics, Bioinformatics, and Computational Biology, Other.",True
147767,Northwestern University,26.1201,1,6,7,,,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,Biotechnology.,True
147767,Northwestern University,26.1201,1,7,31,Masters,Graduate,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,Biotechnology.,True
147767,Northwestern University,26.1301,1,5,0,Bachelors,Bachelors,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,Ecology.,True
147767,Northwestern University,26.1501,1,5,110,Bachelors,Bachelors,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,Neuroscience.,True
147767,Northwestern University,26.1501,1,7,1,Masters,Graduate,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,Neuroscience.,True
147767,Northwestern University,26.1501,1,17,7,Doctoral (Research/Scholarship),Graduate,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,Neuroscience.,True
147767,Northwestern University,26.1501,2,5,16,Bachelors,Bachelors,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,Neuroscience.,True
147767,Northwestern University,26.1503,1,7,7,Masters,Graduate,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,Neurobiology and Anatomy.,True
147767,Northwestern University,26.9999,1,2,0,,,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,"Biological and Biomedical Sciences, Other.",True
147767,Northwestern University,27.0101,1,5,25,Bachelors,Bachelors,27,MATHEMATICS AND STATISTICS.,"Mathematics, General.",True
147767,Northwestern University,27.0101,1,7,0,Masters,Graduate,27,MATHEMATICS AND STATISTICS.,"Mathematics, General.",True
147767,Northwestern University,27.0101,1,8,0,,,27,MATHEMATICS AND STATISTICS.,"Mathematics, General.",True
147767,Northwestern University,27.0101,1,17,4,Doctoral (Research/Scholarship),Graduate,27,MATHEMATICS AND STATISTICS.,"Mathematics, General.",True
147767,Northwestern University,27.0101,2,5,32,Bachelors,Bachelors,27,MATHEMATICS AND STATISTICS.,"Mathematics, General.",True
147767,Northwestern University,27.0301,1,5,11,Bachelors,Bachelors,27,MATHEMATICS AND STATISTICS.,"Applied Mathematics, General.",True
147767,Northwestern University,27.0301,1,7,10,Masters,Graduate,27,MATHEMATICS AND STATISTICS.,"Applied Mathematics, General.",True
147767,Northwestern University,27.0301,1,17,7,Doctoral (Research/Scholarship),Graduate,27,MATHEMATICS AND STATISTICS.,"Applied Mathematics, General.",True
147767,Northwestern University,27.0304,1,5,0,Bachelors,Bachelors,27,MATHEMATICS AND STATISTICS.,Computational and Applied Mathematics.,True
147767,Northwestern University,27.0304,2,5,43,Bachelors,Bachelors,27,MATHEMATICS AND STATISTICS.,Computational and Applied Mathematics.,True
147767,Northwestern University,27.0501,1,5,19,Bachelors,Bachelors,27,MATHEMATICS AND STATISTICS.,"Statistics, General.",True
147767,Northwestern University,27.0501,1,7,32,Masters,Graduate,27,MATHEMATICS AND STATISTICS.,"Statistics, General.",True
147767,Northwestern University,27.0501,1,17,2,Doctoral (Research/Scholarship),Graduate,27,MATHEMATICS AND STATISTICS.,"Statistics, General.",True
147767,Northwestern University,27.0501,2,5,20,Bachelors,Bachelors,27,MATHEMATICS AND STATISTICS.,"Statistics, General.",True
147767,Northwestern University,30.0,1,6,0,,,30,MULTI/INTERDISCIPLINARY STUDIES.,Not a CIP6 program (aggregate / unclassified),False
147767,Northwestern University,30.0,1,7,0,Masters,Graduate,30,MULTI/INTERDISCIPLINARY STUDIES.,Not a CIP6 program (aggregate / unclassified),False
147767,Northwestern University,30.0101,1,5,5,Bachelors,Bachelors,30,MULTI/INTERDISCIPLINARY STUDIES.,Biological and Physical Sciences.,True
147767,Northwestern University,30.0601,1,6,1,,,30,MULTI/INTERDISCIPLINARY STUDIES.,Systems Science and Theory.,True
147767,Northwestern University,30.0601,1,7,3,Masters,Graduate,30,MULTI/INTERDISCIPLINARY STUDIES.,Systems Science and Theory.,True
147767,Northwestern University,30.0601,1,17,4,Doctoral (Research/Scholarship),Graduate,30,MULTI/INTERDISCIPLINARY STUDIES.,Systems Science and Theory.,True
147767,Northwestern University,30.1301,1,6,0,,,30,MULTI/INTERDISCIPLINARY STUDIES.,Medieval and Renaissance Studies.,True
147767,Northwestern University,30.1501,1,5,0,Bachelors,Bachelors,30,MULTI/INTERDISCIPLINARY STUDIES.,"Science, Technology and Society.",True
147767,Northwestern University,30.1501,2,5,4,Bachelors,Bachelors,30,MULTI/INTERDISCIPLINARY STUDIES.,"Science, Technology and Society.",True
147767,Northwestern University,30.1701,1,6,2,,,30,MULTI/INTERDISCIPLINARY STUDIES.,Behavioral Sciences.,True
147767,Northwestern University,30.1701,1,17,6,Doctoral (Research/Scholarship),Graduate,30,MULTI/INTERDISCIPLINARY STUDIES.,Behavioral Sciences.,True
147767,Northwestern University,30.2001,1,6,1,,,30,MULTI/INTERDISCIPLINARY STUDIES.,International/Globalization Studies.,True
147767,Northwestern University,30.2301,1,17,0,Doctoral (Research/Scholarship),Graduate,30,MULTI/INTERDISCIPLINARY STUDIES.,Intercultural/Multicultural and Diversity Studies.,True
147767,Northwestern University,30.2501,1,6,4,,,30,MULTI/INTERDISCIPLINARY STUDIES.,"Cognitive Science, General.",True
147767,Northwestern University,30.2501,1,7,0,Masters,Graduate,30,MULTI/INTERDISCIPLINARY STUDIES.,"Cognitive Science, General.",True
147767,Northwestern University,30.2601,1,6,14,,,30,MULTI/INTERDISCIPLINARY STUDIES.,Cultural Studies/Critical Theory and Analysis.,True
147767,Northwestern University,30.2601,1,7,0,Masters,Graduate,30,MULTI/INTERDISCIPLINARY STUDIES.,Cultural Studies/Critical Theory and Analysis.,True
147767,Northwestern University,30.3301,1,2,0,,,30,MULTI/INTERDISCIPLINARY STUDIES.,Sustainability Studies.,True
147767,Northwestern University,30.3301,1,5,0,Bachelors,Bachelors,30,MULTI/INTERDISCIPLINARY STUDIES.,Sustainability Studies.,True
147767,Northwestern University,30.3301,1,7,46,Masters,Graduate,30,MULTI/INTERDISCIPLINARY STUDIES.,Sustainability Studies.,True
147767,Northwestern University,30.7001,1,5,21,Bachelors,Bachelors,30,MULTI/INTERDISCIPLINARY STUDIES.,"Data Science, General.",True
147767,Northwestern University,30.7001,2,5,33,Bachelors,Bachelors,30,MULTI/INTERDISCIPLINARY STUDIES.,"Data Science, General.",True
147767,Northwestern University,30.9999,1,5,0,Bachelors,Bachelors,30,MULTI/INTERDISCIPLINARY STUDIES.,"Multi-/Interdisciplinary Studies, Other.",True
147767,Northwestern University,30.9999,2,5,9,Bachelors,Bachelors,30,MULTI/INTERDISCIPLINARY STUDIES.,"Multi-/Interdisciplinary Studies, Other.",True
147767,Northwestern University,31.0504,1,7,46,Masters,Graduate,31,"PARKS, RECREATION, LEISURE, FITNESS, AND KINESIOLOGY.",Sport and Fitness Administration/Management.,True
147767,Northwestern University,31.0504,1,8,4,,,31,"PARKS, RECREATION, LEISURE, FITNESS, AND KINESIOLOGY.",Sport and Fitness Administration/Management.,True
147767,Northwestern University,38.0101,1,5,9,Bachelors,Bachelors,38,PHILOSOPHY AND RELIGIOUS STUDIES.,Philosophy.,True
147767,Northwestern University,38.0101,1,7,1,Masters,Graduate,38,PHILOSOPHY AND RELIGIOUS STUDIES.,Philosophy.,True
147767,Northwestern University,38.0101,1,17,2,Doctoral (Research/Scholarship),Graduate,38,PHILOSOPHY AND RELIGIOUS STUDIES.,Philosophy.,True
147767,Northwestern University,38.0101,2,5,4,Bachelors,Bachelors,38,PHILOSOPHY AND RELIGIOUS STUDIES.,Philosophy.,True
147767,Northwestern University,38.0201,1,5,1,Bachelors,Bachelors,38,PHILOSOPHY AND RELIGIOUS STUDIES.,Religion/Religious Studies.,True
147767,Northwestern University,38.0201,1,7,1,Masters,Graduate,38,PHILOSOPHY AND RELIGIOUS STUDIES.,Religion/Religious Studies.,True
